の	3
は	4
た	5
い	6
し	7
に	8
で	9
を	10
す	11
て	12
な	13
る	14
と	15
が	16
ま	17
っ	18
か	19
こ	20
れ	21
も	22
う	23
ら	24
り	25
あ	26
く	27
そ	28
ん	29
ー	30
彼	31
だ	32
き	33
よ	34
私	35
さ	36
ン	37
つ	38
ト	39
人	40
け	41
ス	42
え	43
ち	44
せ	45
ど	46
め	47
ル	48
お	49
日	50
や	51
女	52
年	53
イ	54
わ	55
ム	56
行	57
見	58
ア	59
生	60
大	61
分	62
一	63
リ	64
ラ	65
間	66
み	67
本	68
時	69
出	70
ク	71
事	72
学	73
的	74
ば	75
性	76
手	77
ッ	78
中	79
1	80
0	81
べ	82
要	83
何	84
ょ	85
言	86
子	87
後	88
じ	89
物	90
１	91
上	92
タ	93
自	94
方	95
ろ	96
実	97
者	98
ド	99
話	100
思	101
例	102
今	103
気	104
ジ	105
テ	106
用	107
作	108
動	109
ロ	110
全	111
シ	112
カ	113
結	114
発	115
会	116
下	117
合	118
ね	119
家	120
々	121
フ	122
理	123
来	124
国	125
２	126
果	127
化	128
2	129
明	130
ず	131
メ	132
最	133
前	134
プ	135
成	136
地	137
レ	138
目	139
法	140
デ	141
コ	142
度	143
知	144
部	145
術	146
入	147
体	148
ご	149
月	150
力	151
変	152
通	153
問	154
ほ	155
バ	156
数	157
考	158
場	159
解	160
マ	161
現	162
以	163
０	164
世	165
定	166
題	167
語	168
持	169
食	170
同	171
３	172
達	173
意	174
多	175
へ	176
経	177
当	178
関	179
げ	180
好	181
高	182
車	183
パ	184
所	185
能	186
説	187
機	188
チ	189
示	190
笑	191
使	192
び	193
験	194
代	195
電	196
界	197
ィ	198
心	199
教	200
新	201
必	202
グ	203
少	204
立	205
対	206
ニ	207
感	208
3	209
ビ	210
金	211
計	212
重	213
書	214
良	215
オ	216
症	217
君	218
取	219
キ	220
長	221
次	222
ゃ	223
業	224
5	225
文	226
外	227
認	228
起	229
不	230
9	231
概	232
ブ	233
５	234
画	235
ュ	236
開	237
名	238
サ	239
有	240
特	241
主	242
エ	243
記	244
面	245
在	246
得	247
歳	248
状	249
水	250
内	251
仕	252
過	253
ウ	254
回	255
小	256
　	257
歴	258
報	259
誰	260
他	261
無	262
道	263
期	264
我	265
４	266
調	267
始	268
死	269
ャ	270
男	271
向	272
治	273
常	274
違	275
点	276
社	277
聞	278
ミ	279
論	280
切	281
ダ	282
質	283
ぐ	284
4	285
素	286
検	287
信	288
先	289
ボ	290
味	291
音	292
供	293
強	294
ネ	295
む	296
真	297
近	298
セ	299
僕	300
表	301
正	302
病	303
ナ	304
初	305
決	306
8	307
活	308
構	309
楽	310
伝	311
ピ	312
二	313
種	314
存	315
ぎ	316
究	317
効	318
様	319
可	320
品	321
研	322
述	323
モ	324
６	325
形	326
受	327
加	328
着	329
料	330
校	331
ョ	332
運	333
情	334
親	335
6	336
試	337
ェ	338
組	339
身	340
ケ	341
進	342
悪	343
置	344
続	345
ひ	346
設	347
市	348
都	349
際	350
然	351
転	352
母	353
療	354
線	355
確	356
7	357
造	358
利	359
値	360
ベ	361
応	362
ズ	363
別	364
史	365
父	366
付	367
拍	368
観	369
再	370
ぶ	371
類	372
介	373
ガ	374
空	375
告	376
流	377
平	378
歩	379
科	380
神	381
単	382
量	383
価	384
屋	385
技	386
約	387
番	388
断	389
命	390
ハ	391
終	392
細	393
政	394
色	395
直	396
